election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
K19,loc:4301,locality,loc:4301,4301,אפיק,1,1,264,177,177,0,אמת,57,44,13,0.322034,57,0,0,0,1,0,1,1,0,2,10,1,3,18,19,0,0,1,0,0,0,44,2,0,0,0,0,0,7,0,0,10,0,0
K19,loc:4303,locality,loc:4303,4303,"נווה אטי""ב",1,1,147,108,107,1,מחל,54,17,37,0.504673,5,0,0,0,0,0,0,5,0,0,7,0,2,54,4,0,0,3,0,0,0,17,0,0,0,0,0,0,9,0,0,1,0,0
K19,loc:4304,locality,loc:4304,4304,נוב,1,1,440,351,351,0,טב,259,47,212,0.737892,5,2,0,0,0,0,0,2,0,0,259,0,0,47,0,0,0,19,0,0,0,3,4,0,0,0,1,3,0,0,0,4,0,2
K19,loc:431,locality,loc:431,431,דלתון,1,1,557,345,339,6,מחל,148,84,64,0.436578,0,2,1,0,0,0,0,0,0,1,84,0,3,148,0,0,0,11,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,84
K19,loc:432,locality,loc:432,432,שמרת,1,1,358,250,250,0,מרץ,109,62,47,0.436,62,0,0,0,0,0,2,6,0,0,5,0,4,11,109,0,0,2,0,0,0,22,1,0,0,0,0,0,25,0,1,0,0,0
K19,loc:433,locality,loc:433,433,נחשולים,1,1,493,377,376,1,אמת,140,89,51,0.37234,140,0,0,0,0,0,1,5,0,2,7,0,13,21,45,0,0,1,0,0,0,89,0,0,0,0,0,2,42,1,0,4,3,0
K19,loc:434,locality,loc:434,434,החותרים,1,1,481,373,371,2,אמת,151,70,81,0.407008,151,0,0,0,0,0,0,20,0,1,11,0,24,12,45,0,1,1,0,0,1,70,0,0,0,0,0,5,19,0,0,8,1,1
K19,loc:435,locality,loc:435,435,נצר סרני,1,1,553,431,430,1,אמת,213,73,140,0.495349,213,1,0,0,2,0,1,4,0,0,4,2,7,14,56,0,0,3,0,0,0,73,0,0,0,2,0,2,33,1,0,6,1,5
K19,loc:436,locality,loc:436,436,עין דור,2,2,773,498,497,1,מרץ,181,131,50,0.364185,131,0,0,0,0,0,0,12,0,0,10,0,6,23,181,0,0,0,0,1,0,75,0,0,0,0,0,1,35,0,1,15,4,2
K19,loc:437,locality,loc:437,437,רשפים,1,1,366,281,280,1,אמת,119,73,46,0.425,119,0,0,0,1,0,1,7,0,1,5,0,5,6,73,0,0,1,0,0,0,41,1,0,0,0,0,1,9,0,1,7,1,0
K19,loc:439,locality,loc:439,439,שלוחות,1,1,394,289,289,0,טב,170,29,141,0.588235,29,4,0,0,1,0,0,1,0,0,170,0,0,25,5,0,0,5,0,0,0,21,0,0,0,0,1,11,11,0,0,3,0,2
K19,loc:44,locality,loc:44,44,זוהר,1,1,268,187,185,2,מחל,69,61,8,0.372973,7,0,0,0,0,0,0,1,0,0,11,0,12,69,0,0,0,4,0,0,0,13,0,0,0,0,0,2,2,0,0,3,0,61
K19,loc:440,locality,loc:440,440,יסודות,1,1,294,274,274,0,ג,246,18,228,0.89781,0,246,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
K19,loc:442,locality,loc:442,442,גדעונה,1,1,206,139,139,0,מחל,48,23,25,0.345324,13,1,0,0,0,0,0,2,0,0,23,0,0,48,3,0,0,2,0,0,0,19,3,0,0,0,0,1,6,0,0,4,0,14
K19,loc:443,locality,loc:443,443,כפר הנשיא,1,1,661,369,367,2,אמת,128,82,46,0.348774,128,1,0,0,0,0,2,6,0,0,16,0,3,13,69,0,0,0,0,1,0,82,0,0,0,0,0,7,27,0,4,6,2,0
K19,loc:444,locality,loc:444,444,רגבים,1,1,335,208,208,0,אמת,87,36,51,0.418269,87,0,0,0,0,0,1,1,0,0,9,0,10,10,36,0,0,3,0,0,0,32,0,0,0,0,0,1,7,0,0,7,2,2
K19,loc:445,locality,loc:445,445,רמות מנשה,1,1,752,597,591,6,מרץ,195,142,53,0.329949,139,1,0,0,0,0,2,10,0,1,6,0,4,22,195,0,0,0,0,0,0,142,0,0,0,0,0,4,54,0,1,9,1,0
K19,loc:446,locality,loc:446,446,אודים,1,1,685,555,554,1,פה,186,104,82,0.33574,104,0,0,0,0,0,3,19,0,1,25,0,21,63,66,0,0,2,0,0,0,186,0,0,0,0,0,7,45,0,0,8,2,2
K19,loc:447,locality,loc:447,447,נורדייה,3,3,1675,1270,1250,20,פה,361,282,79,0.2888,272,3,0,0,1,0,0,5,0,3,58,0,40,282,71,0,0,2,0,0,1,361,1,1,0,2,0,17,104,0,1,13,4,8
K19,loc:448,locality,loc:448,448,בני עטרות,1,1,560,469,468,1,פה,143,112,31,0.305556,112,0,0,0,0,0,0,3,0,0,22,0,5,55,53,0,0,4,0,0,0,143,1,0,0,0,0,7,46,0,1,12,1,3
K19,loc:449,locality,loc:449,449,נחלים,2,2,850,731,726,5,טב,492,85,407,0.677686,12,11,0,0,0,0,0,3,0,0,492,0,2,85,3,0,0,46,0,0,0,27,5,0,0,0,0,23,3,0,0,3,1,10
K19,loc:450,locality,loc:450,450,בארות יצחק,1,1,402,267,264,3,טב,173,21,152,0.655303,16,2,0,1,0,0,0,1,0,1,173,0,1,17,3,0,0,2,0,0,0,14,0,0,0,0,0,21,7,0,0,4,0,1
K19,loc:4501,locality,loc:4501,4501,ע'ג'ר,2,2,1370,766,756,10,מחל,253,177,76,0.334656,99,15,17,0,0,1,3,0,0,0,0,1,59,253,7,1,1,1,2,1,0,2,1,0,0,0,6,1,177,2,6,5,3,92
K19,loc:4503,locality,loc:4503,4503,עין זיוון,1,1,213,148,148,0,אמת,44,42,2,0.297297,44,0,0,0,0,0,0,5,0,2,9,0,2,13,10,0,0,1,0,0,1,42,0,0,0,0,0,0,9,0,0,6,4,0
K19,loc:452,locality,loc:452,452,יזרעאל,1,1,575,333,331,2,אמת,181,55,126,0.546828,181,0,0,0,0,0,2,1,0,0,4,0,2,6,55,0,0,2,0,0,1,47,0,0,0,0,0,8,20,0,0,2,0,0
K19,loc:453,locality,loc:453,453,יפתח,1,1,531,326,321,5,אמת,160,49,111,0.498442,160,0,1,0,0,0,1,8,0,0,5,0,7,16,39,0,0,0,1,0,1,49,0,0,0,0,0,1,27,0,0,4,1,0
K19,loc:454,locality,loc:454,454,סער,1,1,510,342,340,2,מרץ,84,83,1,0.247059,83,0,0,0,0,0,3,4,0,0,11,0,4,37,84,0,0,2,0,0,0,72,0,0,0,0,0,4,30,0,2,2,0,2
K19,loc:4551,locality,loc:4551,4551,נאות גולן,1,1,335,219,218,1,פה,59,48,11,0.270642,48,1,0,0,0,0,2,1,0,0,30,2,2,29,7,0,0,3,0,0,0,59,1,0,0,0,0,2,29,0,0,1,1,0
K19,loc:456,locality,loc:456,456,שורש,1,1,650,510,503,7,אמת,125,110,15,0.248509,125,1,1,0,0,0,0,10,0,1,36,0,18,65,69,0,0,10,0,0,0,110,0,0,0,0,0,8,29,0,0,7,3,10
K19,loc:457,locality,loc:457,457,גזית,1,1,579,437,434,3,מרץ,215,93,122,0.495392,93,0,0,0,0,0,6,3,0,0,0,0,1,13,215,0,0,1,0,0,0,62,0,0,0,0,0,1,37,0,1,1,0,0
K19,loc:46,locality,loc:46,46,יבנאל,3,3,2241,1635,1625,10,שס,705,228,477,0.433846,94,33,0,0,2,0,4,14,0,0,137,0,26,228,26,0,0,42,0,0,0,210,32,0,0,1,0,20,45,1,0,5,0,705
K19,loc:460,locality,loc:460,460,רמת רזיאל,1,1,428,328,325,3,פה,61,58,3,0.187692,58,1,2,0,0,0,3,6,0,0,25,0,9,53,57,0,0,3,0,0,0,61,0,0,0,0,0,9,31,0,0,3,0,4
K19,loc:462,locality,loc:462,462,טל שחר,1,1,636,492,491,1,אמת,159,96,63,0.323829,159,0,0,0,0,0,3,3,0,0,15,0,20,70,42,0,0,3,0,0,0,96,0,0,0,0,0,9,56,0,0,5,1,9
K19,loc:463,locality,loc:463,463,געתון,1,1,456,313,313,0,אמת,113,108,5,0.361022,113,0,0,0,0,0,10,4,0,0,4,0,2,13,108,0,0,2,0,0,0,24,0,0,0,0,0,1,24,0,0,6,1,1
K19,loc:464,locality,loc:464,464,הראל,1,1,185,91,91,0,מרץ,31,23,8,0.340659,23,0,0,0,0,0,3,1,0,0,2,0,2,2,31,0,0,0,0,0,0,19,0,0,0,0,0,1,6,0,0,0,1,0
K19,loc:465,locality,loc:465,465,צובה,1,1,591,403,397,6,אמת,247,46,201,0.622166,247,1,0,0,0,0,0,1,0,0,6,0,9,17,39,0,0,2,0,0,0,46,0,0,0,0,0,4,18,0,0,6,1,0
K19,loc:466,locality,loc:466,466,בית דגן,8,8,4717,3445,3414,31,מחל,1045,589,456,0.306093,342,26,2,1,3,0,4,16,0,1,404,1,103,1045,57,0,0,61,0,0,2,589,159,3,0,1,3,66,177,0,0,38,7,303
K19,loc:469,locality,loc:469,469,קריית עקרון,13,13,7918,5176,5106,70,מחל,1842,673,1169,0.360752,440,20,2,0,6,2,5,18,0,9,647,23,134,1842,55,2,1,79,0,1,0,494,261,4,0,11,4,83,209,4,4,64,9,673
K19,loc:47,locality,loc:47,47,כפר תבור,4,4,2519,1853,1846,7,אמת,462,434,28,0.250271,462,5,0,0,1,0,5,25,0,7,144,2,45,323,98,0,0,19,0,0,0,434,4,0,0,0,1,35,164,0,2,17,2,51
K19,loc:4701,locality,loc:4701,4701,רמת מגשימים,1,1,399,328,328,0,טב,242,42,200,0.737805,1,1,0,0,0,0,0,1,0,0,242,0,0,42,0,0,0,21,0,0,0,6,5,0,0,0,0,3,0,0,0,3,0,3
K19,loc:4702,locality,loc:4702,4702,רמות,1,1,414,324,321,3,פה,112,81,31,0.34891,81,3,0,0,1,0,0,4,0,1,15,0,7,38,14,0,0,2,0,0,0,112,0,0,0,0,0,7,27,0,0,7,2,0
K19,loc:472,locality,loc:472,472,אבו גוש,6,6,3889,1844,1765,79,ד,644,547,97,0.364873,118,7,644,0,2,0,99,0,0,1,9,0,2,81,63,0,2,4,0,547,1,19,3,0,0,3,3,7,31,4,4,4,1,106
K19,loc:473,locality,loc:473,473,אבו סנאן,12,12,7886,4732,4667,65,ו,1594,1206,388,0.341547,221,3,372,1,5,1,1594,4,0,4,10,1,188,251,35,3,0,3,2,1206,2,52,3,4,0,2,4,7,292,2,15,8,6,366
K19,loc:475,locality,loc:475,475,דחי,1,1,388,151,151,0,ד,66,23,43,0.437086,23,0,66,0,0,0,6,0,0,0,1,0,0,1,17,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,2,1,0,10
K19,loc:478,locality,loc:478,478,אכסאל,11,11,7715,3606,3560,46,ו,1286,1071,215,0.361236,28,8,612,0,2,1,1286,3,0,1,1,1,1,90,206,0,0,2,1,1071,2,48,1,1,0,3,2,4,31,1,3,1,4,145
K19,loc:48,locality,loc:48,48,מנחמיה,2,2,902,572,569,3,מחל,199,83,116,0.349736,83,5,0,0,0,0,0,6,0,0,58,1,14,199,12,0,0,26,0,0,0,83,1,0,0,1,0,10,32,0,0,4,0,34
K19,loc:480,locality,loc:480,480,בית ג'ן,12,12,7364,4266,4221,45,אמת,954,846,108,0.226013,954,0,278,0,1,0,143,2,0,1,15,1,358,846,96,0,0,0,1,15,0,43,6,0,0,0,5,5,791,1,1,7,2,649
K19,loc:481,locality,loc:481,481,מגאר,20,20,13337,5117,4961,156,שס,955,925,30,0.192502,409,13,323,0,7,1,925,5,0,3,138,1,328,641,85,0,0,8,1,606,2,111,6,4,0,3,5,24,324,11,12,8,2,955
K19,loc:482,locality,loc:482,482,בועיינה-נוג'ידאת,8,8,5143,3502,3465,37,ד,1712,738,974,0.494084,212,1,1712,1,1,0,382,0,0,1,6,1,45,11,30,1,0,4,1,738,0,97,1,0,0,0,3,70,43,6,3,2,0,93
K19,loc:483,locality,loc:483,483,בענה,7,7,4553,3013,2985,28,עם,1423,904,519,0.476717,15,3,408,1,1,2,904,1,0,2,19,1,59,22,13,0,0,3,1,1423,1,5,0,0,0,0,1,11,14,1,1,2,2,69
K19,loc:485,locality,loc:485,485,ג'ולס,6,6,4008,2532,2494,38,צפ,643,447,196,0.257819,96,17,49,1,1,1,42,1,0,2,277,0,447,429,32,0,0,1,0,4,1,84,5,0,0,0,1,1,643,2,2,7,4,344
K19,loc:487,locality,loc:487,487,ג'ש (גוש חלב),4,4,2208,981,958,23,ו,233,173,60,0.243215,90,0,173,0,0,0,233,1,0,0,14,0,28,87,78,0,0,6,0,137,0,5,2,0,0,0,1,2,41,0,1,7,2,50
K19,loc:489,locality,loc:489,489,דבורייה,9,9,5754,3345,3327,18,עם,1229,958,271,0.369402,56,3,958,0,0,0,712,0,0,0,4,0,29,11,69,1,0,2,0,1229,1,15,0,1,0,0,1,4,103,1,4,4,0,119
K19,loc:49,locality,loc:49,49,אילנייה,1,1,407,279,276,3,מחל,81,62,19,0.293478,62,0,0,0,1,0,1,10,0,0,20,0,11,81,9,0,0,3,0,0,0,40,1,0,0,0,0,2,23,0,0,5,2,5
K19,loc:490,locality,loc:490,490,דייר אל-אסד,10,10,6674,4873,4798,75,עם,1690,989,701,0.35223,171,1,704,0,1,4,989,0,0,2,4,1,825,139,21,1,0,3,1,1690,0,3,2,0,0,1,1,3,31,0,11,20,1,168
K19,loc:492,locality,loc:492,492,דייר חנא,10,10,6048,5001,4986,15,ו,1702,1659,43,0.341356,36,12,952,0,1,2,1702,1,0,1,4,2,164,98,42,0,2,1,0,1659,1,17,0,1,0,1,1,4,165,4,37,4,0,72
K19,loc:494,locality,loc:494,494,דאלית אל-כרמל,17,17,11066,6405,6330,75,כן,2999,814,2185,0.473776,526,2,113,9,10,1,218,7,0,1,18,1,2999,814,323,1,0,1,3,46,0,433,15,2,0,4,4,6,337,2,18,60,3,353
K19,loc:496,locality,loc:496,496,חורפיש,6,6,3845,2091,2067,24,מחל,719,429,290,0.347847,151,16,26,0,1,0,63,2,0,1,56,1,429,719,37,0,8,2,0,4,0,54,3,5,0,0,0,77,119,2,0,6,1,284
K19,loc:497,locality,loc:497,497,טייבה (בעמק),2,2,962,625,605,20,אמת,169,166,3,0.279339,169,0,113,0,0,1,7,0,0,1,1,1,2,3,52,1,0,0,0,166,0,1,0,0,0,0,1,0,4,0,1,0,0,81
K19,loc:498,locality,loc:498,498,טורעאן,12,12,7641,4539,4481,58,ו,2164,1185,979,0.482928,52,3,570,1,2,0,2164,3,0,3,8,2,52,124,47,1,0,3,0,1185,0,5,2,0,0,4,2,126,38,0,6,5,1,72
K19,loc:499,locality,loc:499,499,יפיע,17,17,10933,6078,5996,82,ו,2286,1852,434,0.381254,278,13,1852,0,2,2,2286,1,0,0,4,0,105,275,107,0,0,4,1,884,2,4,1,0,0,0,4,17,84,4,11,7,2,46
K19,loc:5000,locality,loc:5000,5000,תל אביב -יפו,666,666,394134,246890,244901,1989,פה,50934,42873,8061,0.207978,41212,2235,1128,17,279,30,4069,5191,0,348,10482,507,4460,42873,35121,35,73,2442,42,2849,94,50934,856,154,0,74,105,2876,17799,143,709,2846,546,14372
K19,loc:502,locality,loc:502,502,ירכא,14,14,8766,6117,5882,235,ו,2304,1469,835,0.391704,127,0,195,0,2,0,2304,1,0,0,80,0,112,1277,25,0,0,2,1,16,2,47,3,0,0,0,2,4,190,1,5,13,4,1469
K19,loc:504,locality,loc:504,504,כאבול,10,10,6591,5066,5026,40,ו,1650,1588,62,0.328293,12,2,1588,0,1,0,1650,1,0,1,3,0,14,15,14,1,0,0,0,1527,99,1,3,0,0,1,2,5,3,1,7,1,1,73
K19,loc:505,locality,loc:505,505,כאוכב אבו אל-היג'א,3,3,2119,1411,1402,9,עם,564,504,60,0.402282,2,3,299,0,1,0,504,0,0,0,0,0,4,5,6,1,0,1,0,564,0,0,0,0,0,1,1,2,0,0,0,3,4,1
K19,loc:507,locality,loc:507,507,כפר יאסיף,10,10,6760,4502,4475,27,ו,2581,854,1727,0.57676,100,2,854,1,0,0,2581,0,0,0,9,0,45,90,98,1,1,2,0,562,1,22,1,1,0,0,2,6,29,5,4,15,6,37
K19,loc:508,locality,loc:508,508,כפר כמא,4,4,2272,801,780,21,אמת,253,142,111,0.324359,253,0,9,1,1,1,1,2,0,1,4,0,58,21,79,0,0,0,0,142,0,50,6,0,0,7,1,1,88,1,1,11,3,38
K19,loc:509,locality,loc:509,509,כפר כנא,18,18,11692,6995,6902,93,ד,2235,1818,417,0.323819,471,4,2235,0,1,2,1617,4,0,1,8,0,66,106,53,0,1,8,2,1818,4,24,2,1,0,0,4,11,126,2,6,1,1,323
K19,loc:510,locality,loc:510,510,כפר מנדא,15,15,9653,7051,6907,144,עם,2215,1499,716,0.320689,560,2,1492,0,1,2,1499,1,0,1,5,0,79,71,30,1,0,3,1,2215,3,55,0,1,0,1,2,8,25,5,20,8,0,816
K19,loc:511,locality,loc:511,511,עילוט,7,7,4168,1936,1879,57,ו,670,415,255,0.356573,203,3,415,0,1,0,670,1,0,1,26,0,1,176,14,1,1,2,1,295,0,2,0,1,0,0,1,4,15,1,3,1,0,40
K19,loc:512,locality,loc:512,512,כפר מצר,3,3,1439,734,724,10,ד,244,200,44,0.337017,60,0,244,0,0,1,13,0,0,0,0,0,20,15,19,0,0,0,0,200,0,2,0,1,0,1,0,3,28,3,3,1,1,109
K19,loc:514,locality,loc:514,514,עין ראפה,1,1,520,263,255,8,ד,84,60,24,0.329412,60,0,84,0,1,0,25,0,0,0,0,0,4,3,22,0,0,1,0,44,0,0,1,0,0,0,0,0,0,0,2,2,1,5
K19,loc:516,locality,loc:516,516,מג'ד אל-כרום,13,13,8381,6123,6092,31,ד,2056,1829,227,0.337492,378,10,2056,0,1,1,1829,2,0,1,2,0,19,10,30,0,0,0,0,1551,1,14,0,0,0,0,5,15,24,0,7,9,2,125
K19,loc:517,locality,loc:517,517,מזרעה,4,4,2510,1589,1573,16,עם,700,312,388,0.44501,19,1,181,0,2,0,312,1,0,2,3,0,0,46,208,0,0,2,0,700,0,10,0,1,0,0,1,3,22,1,3,2,0,53
K19,loc:518,locality,loc:518,518,מעיליא,4,4,2266,1501,1486,15,ד,566,512,54,0.380888,55,0,566,1,1,0,512,1,0,0,3,0,3,107,107,0,0,1,0,38,0,2,0,0,0,0,0,2,18,2,3,16,1,47
K19,loc:52,locality,loc:52,52,לוזית,1,1,295,211,210,1,שס,77,46,31,0.366667,14,11,0,0,0,0,1,2,0,0,26,0,3,46,8,0,0,2,0,0,0,10,3,0,0,0,0,3,2,0,0,2,0,77
K19,loc:520,locality,loc:520,520,משהד,7,7,4568,2573,2556,17,עם,1207,644,563,0.472222,17,0,644,0,1,1,530,2,0,0,1,1,36,32,30,0,0,1,0,1207,0,13,0,1,0,1,0,2,6,1,0,2,1,26
K19,loc:521,locality,loc:521,521,עין נקובא,2,2,1231,611,571,40,שס,162,153,9,0.283713,30,1,150,1,2,2,28,0,0,0,2,0,1,6,13,1,0,0,0,153,0,2,0,0,0,0,2,4,4,5,1,0,1,162
K19,loc:522,locality,loc:522,522,נחף,10,10,6734,3842,3783,59,עם,1602,780,822,0.423473,87,4,780,0,3,3,533,3,0,1,7,1,126,30,40,2,1,0,1,1602,0,62,2,1,0,3,0,3,25,2,7,13,0,441
K19,loc:523,locality,loc:523,523,ניין,2,2,1062,791,782,9,מרץ,492,159,333,0.629156,5,0,159,0,1,0,10,0,0,1,1,1,5,4,492,0,0,0,0,83,1,2,1,0,0,0,0,0,2,2,0,0,0,12
K19,loc:524,locality,loc:524,524,נאעורה,2,2,1200,659,648,11,ד,263,108,155,0.405864,108,0,263,0,1,0,44,0,0,0,2,1,12,5,17,0,1,0,0,85,0,50,0,0,0,1,0,2,1,1,1,0,1,52
K19,loc:525,locality,loc:525,525,סאג'ור,4,4,2517,1339,1316,23,מחל,548,191,357,0.416413,110,2,15,0,0,0,16,4,0,0,50,0,168,548,6,0,0,0,2,16,0,29,1,0,0,0,0,51,191,1,0,3,0,103
K19,loc:526,locality,loc:526,526,סולם,4,4,1699,1094,1070,24,ד,402,165,237,0.375701,26,0,402,0,0,0,153,0,0,0,0,0,5,10,135,0,1,0,0,165,0,0,0,0,0,0,1,3,8,1,9,0,1,150
K19,loc:527,locality,loc:527,527,שזור,1,1,263,174,173,1,מחל,73,20,53,0.421965,14,5,0,0,0,1,0,1,0,0,20,0,13,73,1,0,0,3,0,0,0,13,1,0,0,0,1,0,13,0,0,1,0,13
K19,loc:528,locality,loc:528,528,עוזייר,3,3,1536,579,572,7,עם,237,137,100,0.414336,10,0,137,0,0,0,134,1,0,0,1,0,4,2,4,0,0,0,0,237,0,1,0,0,0,0,0,1,2,0,1,0,0,37
K19,loc:529,locality,loc:529,529,אעבלין,12,12,7578,4487,4441,46,ו,1603,1197,406,0.360955,247,16,814,1,0,6,1603,2,0,1,3,2,63,204,59,0,2,2,1,1197,1,14,0,0,0,1,2,5,24,4,5,10,1,151
K19,loc:53,locality,loc:53,53,עתלית,7,7,4407,2941,2919,22,מחל,778,649,129,0.26653,450,4,0,0,0,0,16,22,0,2,260,9,53,778,84,1,0,43,0,1,0,649,16,1,0,2,2,51,209,1,0,37,7,221
K19,loc:530,locality,loc:530,530,עיילבון,5,5,3555,2636,2610,26,ו,1340,612,728,0.51341,156,7,612,0,0,2,1340,0,0,0,0,1,36,147,110,0,0,4,0,73,0,23,0,0,0,1,2,24,39,1,4,8,1,19
K19,loc:531,locality,loc:531,531,עראבה,19,19,13256,7939,7886,53,עם,2997,2786,211,0.380041,47,16,1754,1,0,2,2786,0,0,2,2,1,16,71,52,0,0,0,0,2997,3,12,0,0,0,0,2,11,60,12,6,7,4,22
K19,loc:532,locality,loc:532,532,עין מאהל,11,11,7224,4433,4368,65,עם,1694,1270,424,0.387821,71,4,1055,0,4,1,1270,1,0,1,1,0,20,113,13,0,0,3,0,1694,0,3,2,0,0,0,4,7,9,2,6,1,0,83
K19,loc:534,locality,loc:534,534,עספיא,11,11,7817,3897,3840,57,כן,1388,769,619,0.361458,290,8,277,0,3,0,289,3,0,3,13,0,1388,769,166,2,0,1,6,142,2,116,8,0,0,2,5,5,225,4,9,59,3,42
K19,loc:535,locality,loc:535,535,פסוטה,4,4,2347,1151,1139,12,ו,426,328,98,0.374012,48,0,328,1,1,0,426,1,0,0,4,0,14,8,177,0,0,0,0,29,0,12,0,0,0,1,1,2,17,1,0,2,0,66
K19,loc:536,locality,loc:536,536,פקיעין (בוקייעה),6,6,3813,2412,2383,29,מחל,842,739,103,0.353336,89,0,264,0,0,0,739,0,0,0,21,0,65,842,32,0,0,0,1,8,0,32,0,0,0,0,0,2,181,5,1,11,0,90
K19,loc:537,locality,loc:537,537,פוריידיס,10,10,7192,3062,3017,45,עם,1431,530,901,0.474312,124,2,530,0,1,1,132,4,0,1,4,1,8,465,232,1,1,2,4,1431,1,4,0,0,0,2,1,6,40,0,8,3,3,5
K19,loc:538,locality,loc:538,538,שעב,7,7,3986,2747,2732,15,עם,1095,940,155,0.400805,24,3,488,2,1,0,940,2,0,0,0,0,1,30,65,0,0,0,0,1095,1,10,1,0,0,0,0,8,2,1,1,1,3,53
K19,loc:539,locality,loc:539,539,רומאנה,1,1,554,413,411,2,ו,215,125,90,0.523114,2,0,64,0,0,0,215,1,0,0,0,0,1,1,0,0,0,0,0,125,0,1,0,0,0,0,0,1,0,0,0,0,0,0
K19,loc:540,locality,loc:540,540,ריחאנייה,2,2,843,424,415,9,אמת,140,87,53,0.337349,140,0,6,0,0,0,13,0,0,0,2,0,20,87,9,0,0,0,0,10,0,35,0,0,0,0,0,0,77,0,0,5,0,11
K19,loc:541,locality,loc:541,541,ג'סר א-זרקא,11,11,7308,2993,2976,17,ד,1139,910,229,0.382728,155,1,1139,2,0,0,132,1,0,1,9,1,49,24,239,1,1,2,0,910,1,22,0,1,0,1,0,16,26,7,4,2,14,215
K19,loc:542,locality,loc:542,542,ריינה,14,14,9572,5140,5047,93,ד,1767,1485,282,0.350109,90,3,1767,0,2,1,1445,7,0,0,4,1,9,33,35,0,2,1,2,1485,0,5,0,0,0,1,1,15,16,7,12,5,1,97
K19,loc:543,locality,loc:543,543,ראמה,9,9,5722,3160,3078,82,ד,899,763,136,0.292073,159,7,899,0,1,0,763,7,0,0,101,0,35,340,103,0,0,2,0,260,0,13,1,0,0,1,2,13,79,15,4,7,1,265
K19,loc:546,locality,loc:546,546,עין אל-אסד,1,1,559,230,228,2,מחל,92,27,65,0.403509,24,0,27,0,0,0,9,0,0,0,2,0,26,92,13,0,0,0,0,1,0,2,0,0,0,0,1,0,25,0,0,4,0,2
K19,loc:547,locality,loc:547,547,טמרה (יזרעאל),2,2,837,422,410,12,אמת,90,90,0,0.219512,90,0,90,0,0,0,80,0,0,0,0,0,1,5,41,0,0,0,0,86,0,0,0,0,0,0,0,0,16,0,0,0,1,0
K19,loc:549,locality,loc:549,549,גנות הדר,1,1,575,455,455,0,פה,159,84,75,0.349451,80,0,0,0,1,0,0,6,0,0,26,0,17,84,6,0,0,9,0,0,0,159,0,0,0,0,0,9,47,0,0,3,1,7
K19,loc:55,locality,loc:55,55,נוגה,1,1,360,221,218,3,מחל,82,53,29,0.376147,11,1,0,0,0,1,1,0,0,0,14,1,53,82,3,0,0,4,1,0,0,16,1,0,0,0,0,1,9,0,0,1,1,17
K19,loc:553,locality,loc:553,553,ניר בנים,1,1,511,390,386,4,אמת,125,111,14,0.323834,125,0,0,0,0,0,0,6,0,1,16,0,13,35,50,0,0,0,0,0,0,111,1,0,0,0,0,4,21,0,0,2,0,1
K19,loc:555,locality,loc:555,555,שדמה,1,1,324,240,240,0,פה,69,48,21,0.2875,48,0,0,0,0,0,6,2,0,0,8,0,8,24,29,0,0,1,0,0,0,69,0,0,0,0,0,2,40,0,1,1,0,1
K19,loc:559,locality,loc:559,559,בוסתן הגליל,1,1,422,338,336,2,אמת,89,79,10,0.264881,89,0,0,0,1,0,0,4,0,2,35,0,7,52,16,1,0,6,0,0,0,79,0,0,0,0,0,5,21,0,0,5,1,12
K19,loc:562,locality,loc:562,562,בית אלעזרי,2,2,955,721,705,16,מחל,154,145,9,0.21844,123,0,0,0,1,0,2,5,0,0,55,0,26,154,37,0,0,11,0,0,0,145,8,0,0,0,0,8,89,5,0,20,4,12
K19,loc:563,locality,loc:563,563,משמר דוד,1,1,204,153,153,0,אמת,49,41,8,0.320261,49,0,0,0,0,0,2,3,0,0,4,0,3,20,13,0,0,3,0,0,0,41,0,0,0,0,0,1,7,0,0,5,2,0
K19,loc:564,locality,loc:564,564,רבדים,1,1,426,313,313,0,מרץ,153,64,89,0.488818,64,0,0,0,0,0,3,8,0,0,9,2,2,6,153,0,0,2,0,0,0,41,0,0,0,0,0,1,12,0,0,10,0,0
K19,loc:565,locality,loc:565,565,אזור,14,14,9183,6204,6136,68,מחל,1750,1266,484,0.285202,882,56,0,2,5,1,4,65,0,13,463,19,139,1750,151,2,2,84,0,2,0,1266,42,3,0,0,3,60,409,4,3,75,16,615
K19,loc:567,locality,loc:567,567,צרעה,2,2,806,553,552,1,אמת,257,107,150,0.46558,257,0,0,0,1,0,6,13,0,0,10,0,4,19,107,0,0,0,0,24,0,72,0,0,0,0,0,0,33,0,0,5,0,1
K19,loc:57,locality,loc:57,57,כנרת (קבוצה),1,1,610,409,408,1,אמת,149,99,50,0.365196,149,0,0,0,0,0,2,6,0,0,13,2,24,33,33,1,0,2,0,0,0,99,1,0,0,0,1,4,31,1,0,3,1,2
